id,state,state_abbreviation,county,party,candidate,fraction_votes,AGE775214,RHI825214,EDU635213,SEX255214,INC110213,POP060210
251,Alabama,AL,Elmore,Republican,Ted Cruz,0.182,14.0,73.7,86.6,51.5,54766,128.2
252,Alabama,AL,Elmore,Republican,Ben Carson,0.14800000000000002,14.0,73.7,86.6,51.5,54766,128.2
253,Alabama,AL,Elmore,Republican,Marco Rubio,0.134,14.0,73.7,86.6,51.5,54766,128.2
254,Alabama,AL,Elmore,Republican,John Kasich,0.036000000000000004,14.0,73.7,86.6,51.5,54766,128.2
255,Alabama,AL,Escambia,Republican,Donald Trump,0.493,16.7,60.6,76.2,48.8,30687,40.5
256,Alabama,AL,Escambia,Republican,Marco Rubio,0.18,16.7,60.6,76.2,48.8,30687,40.5
257,Alabama,AL,Escambia,Republican,Ted Cruz,0.171,16.7,60.6,76.2,48.8,30687,40.5
258,Alabama,AL,Escambia,Republican,Ben Carson,0.102,16.7,60.6,76.2,48.8,30687,40.5
259,Alabama,AL,Escambia,Republican,John Kasich,0.034,16.7,60.6,76.2,48.8,30687,40.5
260,Alabama,AL,Etowah,Republican,Donald Trump,0.461,17.3,78.4,81.8,51.6,38013,195.2
261,Alabama,AL,Etowah,Republican,Ted Cruz,0.207,17.3,78.4,81.8,51.6,38013,195.2
262,Alabama,AL,Etowah,Republican,Marco Rubio,0.168,17.3,78.4,81.8,51.6,38013,195.2
263,Alabama,AL,Etowah,Republican,Ben Carson,0.112,17.3,78.4,81.8,51.6,38013,195.2
264,Alabama,AL,Etowah,Republican,John Kasich,0.033,17.3,78.4,81.8,51.6,38013,195.2
265,Alabama,AL,Fayette,Republican,Donald Trump,0.499,19.6,85.0,74.9,50.5,33838,27.5
266,Alabama,AL,Fayette,Republican,Ted Cruz,0.21,19.6,85.0,74.9,50.5,33838,27.5
267,Alabama,AL,Fayette,Republican,Marco Rubio,0.133,19.6,85.0,74.9,50.5,33838,27.5
268,Alabama,AL,Fayette,Republican,Ben Carson,0.098,19.6,85.0,74.9,50.5,33838,27.5
269,Alabama,AL,Fayette,Republican,John Kasich,0.025,19.6,85.0,74.9,50.5,33838,27.5
270,Alabama,AL,Franklin,Republican,Donald Trump,0.515,15.9,78.0,72.5,50.3,36415,50.0
271,Alabama,AL,Franklin,Republican,Ted Cruz,0.213,15.9,78.0,72.5,50.3,36415,50.0
272,Alabama,AL,Franklin,Republican,Marco Rubio,0.134,15.9,78.0,72.5,50.3,36415,50.0
273,Alabama,AL,Franklin,Republican,Ben Carson,0.093,15.9,78.0,72.5,50.3,36415,50.0
274,Alabama,AL,Franklin,Republican,John Kasich,0.026,15.9,78.0,72.5,50.3,36415,50.0
275,Alabama,AL,Geneva,Republican,Donald Trump,0.486,19.2,84.1,77.2,50.8,35625,46.6
276,Alabama,AL,Geneva,Republican,Ted Cruz,0.237,19.2,84.1,77.2,50.8,35625,46.6
277,Alabama,AL,Geneva,Republican,Marco Rubio,0.13,19.2,84.1,77.2,50.8,35625,46.6
278,Alabama,AL,Geneva,Republican,Ben Carson,0.093,19.2,84.1,77.2,50.8,35625,46.6
279,Alabama,AL,Geneva,Republican,John Kasich,0.023,19.2,84.1,77.2,50.8,35625,46.6
280,Alabama,AL,Greene,Republican,Donald Trump,0.5379999999999999,17.9,17.9,76.2,52.5,24226,14.0
281,Alabama,AL,Greene,Republican,Ted Cruz,0.21600000000000005,17.9,17.9,76.2,52.5,24226,14.0
282,Alabama,AL,Greene,Republican,Marco Rubio,0.121,17.9,17.9,76.2,52.5,24226,14.0
283,Alabama,AL,Greene,Republican,Ben Carson,0.07,17.9,17.9,76.2,52.5,24226,14.0
284,Alabama,AL,Greene,Republican,John Kasich,0.037000000000000005,17.9,17.9,76.2,52.5,24226,14.0
285,Alabama,AL,Hale,Republican,Donald Trump,0.521,17.3,40.0,77.4,52.8,30051,24.5
286,Alabama,AL,Hale,Republican,Ted Cruz,0.25,17.3,40.0,77.4,52.8,30051,24.5
287,Alabama,AL,Hale,Republican,Marco Rubio,0.117,17.3,40.0,77.4,52.8,30051,24.5
288,Alabama,AL,Hale,Republican,Ben Carson,0.078,17.3,40.0,77.4,52.8,30051,24.5
289,Alabama,AL,Hale,Republican,John Kasich,0.021,17.3,40.0,77.4,52.8,30051,24.5
290,Alabama,AL,Henry,Republican,Donald Trump,0.468,20.8,68.4,80.1,51.8,41650,30.8
291,Alabama,AL,Henry,Republican,Ted Cruz,0.223,20.8,68.4,80.1,51.8,41650,30.8
292,Alabama,AL,Henry,Republican,Marco Rubio,0.14300000000000002,20.8,68.4,80.1,51.8,41650,30.8
293,Alabama,AL,Henry,Republican,Ben Carson,0.115,20.8,68.4,80.1,51.8,41650,30.8
294,Alabama,AL,Henry,Republican,John Kasich,0.028,20.8,68.4,80.1,51.8,41650,30.8
295,Alabama,AL,Houston,Republican,Donald Trump,0.404,16.1,67.3,83.9,52.1,40948,175.1
296,Alabama,AL,Houston,Republican,Ted Cruz,0.225,16.1,67.3,83.9,52.1,40948,175.1
297,Alabama,AL,Houston,Republican,Marco Rubio,0.182,16.1,67.3,83.9,52.1,40948,175.1
298,Alabama,AL,Houston,Republican,Ben Carson,0.114,16.1,67.3,83.9,52.1,40948,175.1
299,Alabama,AL,Houston,Republican,John Kasich,0.041,16.1,67.3,83.9,52.1,40948,175.1
300,Alabama,AL,Jackson,Republican,Donald Trump,0.499,18.6,89.4,74.6,50.7,37634,49.4
301,Alabama,AL,Jackson,Republican,Marco Rubio,0.16899999999999998,18.6,89.4,74.6,50.7,37634,49.4
302,Alabama,AL,Jackson,Republican,Ted Cruz,0.16399999999999998,18.6,89.4,74.6,50.7,37634,49.4
303,Alabama,AL,Jackson,Republican,Ben Carson,0.108,18.6,89.4,74.6,50.7,37634,49.4
304,Alabama,AL,Jackson,Republican,John Kasich,0.028,18.6,89.4,74.6,50.7,37634,49.4
305,Alabama,AL,Jefferson,Republican,Donald Trump,0.35,14.3,50.8,87.4,52.8,45429,592.5
306,Alabama,AL,Jefferson,Republican,Marco Rubio,0.247,14.3,50.8,87.4,52.8,45429,592.5
307,Alabama,AL,Jefferson,Republican,Ted Cruz,0.238,14.3,50.8,87.4,52.8,45429,592.5
308,Alabama,AL,Jefferson,Republican,Ben Carson,0.08900000000000001,14.3,50.8,87.4,52.8,45429,592.5
309,Alabama,AL,Jefferson,Republican,John Kasich,0.061,14.3,50.8,87.4,52.8,45429,592.5
310,Alabama,AL,Lamar,Republican,Donald Trump,0.504,20.5,85.8,76.1,51.2,36028,24.1
311,Alabama,AL,Lamar,Republican,Ted Cruz,0.193,20.5,85.8,76.1,51.2,36028,24.1
312,Alabama,AL,Lamar,Republican,Marco Rubio,0.13,20.5,85.8,76.1,51.2,36028,24.1
313,Alabama,AL,Lamar,Republican,Ben Carson,0.096,20.5,85.8,76.1,51.2,36028,24.1
314,Alabama,AL,Lamar,Republican,John Kasich,0.029,20.5,85.8,76.1,51.2,36028,24.1
315,Alabama,AL,Lauderdale,Republican,Donald Trump,0.421,18.2,84.7,83.8,52.1,42844,138.8
316,Alabama,AL,Lauderdale,Republican,Marco Rubio,0.187,18.2,84.7,83.8,52.1,42844,138.8
317,Alabama,AL,Lauderdale,Republican,Ted Cruz,0.183,18.2,84.7,83.8,52.1,42844,138.8
318,Alabama,AL,Lauderdale,Republican,Ben Carson,0.121,18.2,84.7,83.8,52.1,42844,138.8
319,Alabama,AL,Lauderdale,Republican,John Kasich,0.055,18.2,84.7,83.8,52.1,42844,138.8
320,Alabama,AL,Lawrence,Republican,Donald Trump,0.528,16.8,76.4,77.1,51.3,38551,49.7
321,Alabama,AL,Lawrence,Republican,Ted Cruz,0.17600000000000002,16.8,76.4,77.1,51.3,38551,49.7
322,Alabama,AL,Lawrence,Republican,Marco Rubio,0.135,16.8,76.4,77.1,51.3,38551,49.7
323,Alabama,AL,Lawrence,Republican,Ben Carson,0.107,16.8,76.4,77.1,51.3,38551,49.7
324,Alabama,AL,Lawrence,Republican,John Kasich,0.029,16.8,76.4,77.1,51.3,38551,49.7
325,Alabama,AL,Lee,Republican,Donald Trump,0.33,10.3,67.7,86.7,50.7,43542,230.8
326,Alabama,AL,Lee,Republican,Ted Cruz,0.232,10.3,67.7,86.7,50.7,43542,230.8
327,Alabama,AL,Lee,Republican,Marco Rubio,0.225,10.3,67.7,86.7,50.7,43542,230.8
328,Alabama,AL,Lee,Republican,Ben Carson,0.117,10.3,67.7,86.7,50.7,43542,230.8
329,Alabama,AL,Lee,Republican,John Kasich,0.071,10.3,67.7,86.7,50.7,43542,230.8
330,Alabama,AL,Limestone,Republican,Donald Trump,0.43,13.8,77.2,81.5,49.7,48619,147.8
331,Alabama,AL,Limestone,Republican,Ted Cruz,0.214,13.8,77.2,81.5,49.7,48619,147.8
332,Alabama,AL,Limestone,Republican,Marco Rubio,0.189,13.8,77.2,81.5,49.7,48619,147.8
333,Alabama,AL,Limestone,Republican,Ben Carson,0.108,13.8,77.2,81.5,49.7,48619,147.8
334,Alabama,AL,Limestone,Republican,John Kasich,0.039,13.8,77.2,81.5,49.7,48619,147.8
335,Alabama,AL,Lowndes,Republican,Donald Trump,0.595,17.4,25.3,73.9,52.3,26230,15.8
336,Alabama,AL,Lowndes,Republican,Ted Cruz,0.163,17.4,25.3,73.9,52.3,26230,15.8
337,Alabama,AL,Lowndes,Republican,Ben Carson,0.105,17.4,25.3,73.9,52.3,26230,15.8
338,Alabama,AL,Lowndes,Republican,Marco Rubio,0.099,17.4,25.3,73.9,52.3,26230,15.8
339,Alabama,AL,Lowndes,Republican,John Kasich,0.031,17.4,25.3,73.9,52.3,26230,15.8
340,Alabama,AL,Macon,Republican,Donald Trump,0.48,16.8,16.2,80.0,54.2,30724,35.2
341,Alabama,AL,Macon,Republican,Ted Cruz,0.198,16.8,16.2,80.0,54.2,30724,35.2
342,Alabama,AL,Macon,Republican,Ben Carson,0.127,16.8,16.2,80.0,54.2,30724,35.2
343,Alabama,AL,Macon,Republican,Marco Rubio,0.124,16.8,16.2,80.0,54.2,30724,35.2
344,Alabama,AL,Macon,Republican,John Kasich,0.053,16.8,16.2,80.0,54.2,30724,35.2
345,Alabama,AL,Madison,Republican,Donald Trump,0.362,13.7,65.5,90.0,51.2,58434,417.7
346,Alabama,AL,Madison,Republican,Marco Rubio,0.26,13.7,65.5,90.0,51.2,58434,417.7
347,Alabama,AL,Madison,Republican,Ted Cruz,0.207,13.7,65.5,90.0,51.2,58434,417.7
348,Alabama,AL,Madison,Republican,Ben Carson,0.096,13.7,65.5,90.0,51.2,58434,417.7
349,Alabama,AL,Madison,Republican,John Kasich,0.06,13.7,65.5,90.0,51.2,58434,417.7
350,Alabama,AL,Marengo,Republican,Donald Trump,0.539,18.6,45.6,83.7,53.2,35079,21.5
351,Alabama,AL,Marengo,Republican,Ted Cruz,0.212,18.6,45.6,83.7,53.2,35079,21.5
352,Alabama,AL,Marengo,Republican,Marco Rubio,0.118,18.6,45.6,83.7,53.2,35079,21.5
353,Alabama,AL,Marengo,Republican,Ben Carson,0.079,18.6,45.6,83.7,53.2,35079,21.5
354,Alabama,AL,Marengo,Republican,John Kasich,0.024,18.6,45.6,83.7,53.2,35079,21.5
355,Alabama,AL,Marion,Republican,Donald Trump,0.529,20.1,91.7,74.6,50.4,32888,41.5
356,Alabama,AL,Marion,Republican,Ted Cruz,0.192,20.1,91.7,74.6,50.4,32888,41.5
357,Alabama,AL,Marion,Republican,Marco Rubio,0.139,20.1,91.7,74.6,50.4,32888,41.5
358,Alabama,AL,Marion,Republican,Ben Carson,0.08900000000000001,20.1,91.7,74.6,50.4,32888,41.5
359,Alabama,AL,Marion,Republican,John Kasich,0.025,20.1,91.7,74.6,50.4,32888,41.5
360,Alabama,AL,Marshall,Republican,Donald Trump,0.495,16.3,82.3,76.2,50.9,39526,164.4
361,Alabama,AL,Marshall,Republican,Marco Rubio,0.206,16.3,82.3,76.2,50.9,39526,164.4
362,Alabama,AL,Marshall,Republican,Ted Cruz,0.151,16.3,82.3,76.2,50.9,39526,164.4
363,Alabama,AL,Marshall,Republican,Ben Carson,0.098,16.3,82.3,76.2,50.9,39526,164.4
364,Alabama,AL,Marshall,Republican,John Kasich,0.032,16.3,82.3,76.2,50.9,39526,164.4
365,Alabama,AL,Mobile,Republican,Donald Trump,0.452,14.5,57.8,83.9,52.2,43028,335.9
366,Alabama,AL,Mobile,Republican,Ted Cruz,0.215,14.5,57.8,83.9,52.2,43028,335.9
367,Alabama,AL,Mobile,Republican,Marco Rubio,0.189,14.5,57.8,83.9,52.2,43028,335.9
368,Alabama,AL,Mobile,Republican,Ben Carson,0.077,14.5,57.8,83.9,52.2,43028,335.9
369,Alabama,AL,Mobile,Republican,John Kasich,0.046,14.5,57.8,83.9,52.2,43028,335.9
370,Alabama,AL,Monroe,Republican,Donald Trump,0.521,17.9,54.7,76.1,52.6,29203,22.5
371,Alabama,AL,Monroe,Republican,Ted Cruz,0.174,17.9,54.7,76.1,52.6,29203,22.5
372,Alabama,AL,Monroe,Republican,Marco Rubio,0.158,17.9,54.7,76.1,52.6,29203,22.5
373,Alabama,AL,Monroe,Republican,Ben Carson,0.099,17.9,54.7,76.1,52.6,29203,22.5
374,Alabama,AL,Monroe,Republican,John Kasich,0.029,17.9,54.7,76.1,52.6,29203,22.5
375,Alabama,AL,Montgomery,Republican,Donald Trump,0.394,13.3,36.3,85.6,52.6,44790,292.5
376,Alabama,AL,Montgomery,Republican,Marco Rubio,0.209,13.3,36.3,85.6,52.6,44790,292.5
377,Alabama,AL,Montgomery,Republican,Ted Cruz,0.17600000000000002,13.3,36.3,85.6,52.6,44790,292.5
378,Alabama,AL,Montgomery,Republican,Ben Carson,0.127,13.3,36.3,85.6,52.6,44790,292.5
379,Alabama,AL,Montgomery,Republican,John Kasich,0.073,13.3,36.3,85.6,52.6,44790,292.5
380,Alabama,AL,Morgan,Republican,Donald Trump,0.446,15.9,76.6,81.4,50.8,44800,206.3
381,Alabama,AL,Morgan,Republican,Ted Cruz,0.197,15.9,76.6,81.4,50.8,44800,206.3
382,Alabama,AL,Morgan,Republican,Marco Rubio,0.183,15.9,76.6,81.4,50.8,44800,206.3
383,Alabama,AL,Morgan,Republican,Ben Carson,0.114,15.9,76.6,81.4,50.8,44800,206.3
384,Alabama,AL,Morgan,Republican,John Kasich,0.045,15.9,76.6,81.4,50.8,44800,206.3
385,Alabama,AL,Perry,Republican,Donald Trump,0.515,17.9,30.3,70.2,53.4,28209,14.7
386,Alabama,AL,Perry,Republican,Ted Cruz,0.33,17.9,30.3,70.2,53.4,28209,14.7
387,Alabama,AL,Perry,Republican,Marco Rubio,0.08800000000000001,17.9,30.3,70.2,53.4,28209,14.7
388,Alabama,AL,Perry,Republican,Ben Carson,0.04,17.9,30.3,70.2,53.4,28209,14.7
389,Alabama,AL,Perry,Republican,John Kasich,0.005,17.9,30.3,70.2,53.4,28209,14.7
390,Alabama,AL,Pickens,Republican,Donald Trump,0.441,17.8,54.7,79.7,50.6,28741,22.4
391,Alabama,AL,Pickens,Republican,Ted Cruz,0.258,17.8,54.7,79.7,50.6,28741,22.4
392,Alabama,AL,Pickens,Republican,Marco Rubio,0.138,17.8,54.7,79.7,50.6,28741,22.4
393,Alabama,AL,Pickens,Republican,Ben Carson,0.113,17.8,54.7,79.7,50.6,28741,22.4
394,Alabama,AL,Pickens,Republican,John Kasich,0.025,17.8,54.7,79.7,50.6,28741,22.4
395,Alabama,AL,Pike,Republican,Donald Trump,0.46,14.1,57.1,81.0,51.9,33090,48.9
396,Alabama,AL,Pike,Republican,Ted Cruz,0.201,14.1,57.1,81.0,51.9,33090,48.9
397,Alabama,AL,Pike,Republican,Marco Rubio,0.147,14.1,57.1,81.0,51.9,33090,48.9
398,Alabama,AL,Pike,Republican,Ben Carson,0.129,14.1,57.1,81.0,51.9,33090,48.9
399,Alabama,AL,Pike,Republican,John Kasich,0.032,14.1,57.1,81.0,51.9,33090,48.9
400,Alabama,AL,Randolph,Republican,Donald Trump,0.516,19.6,75.0,72.6,51.4,35213,39.5
401,Alabama,AL,Randolph,Republican,Ted Cruz,0.207,19.6,75.0,72.6,51.4,35213,39.5
402,Alabama,AL,Randolph,Republican,Marco Rubio,0.128,19.6,75.0,72.6,51.4,35213,39.5
403,Alabama,AL,Randolph,Republican,Ben Carson,0.093,19.6,75.0,72.6,51.4,35213,39.5
404,Alabama,AL,Randolph,Republican,John Kasich,0.029,19.6,75.0,72.6,51.4,35213,39.5
405,Alabama,AL,Russell,Republican,Donald Trump,0.474,12.5,49.5,80.4,51.3,36143,82.6
406,Alabama,AL,Russell,Republican,Ted Cruz,0.27,12.5,49.5,80.4,51.3,36143,82.6
407,Alabama,AL,Russell,Republican,Marco Rubio,0.123,12.5,49.5,80.4,51.3,36143,82.6
408,Alabama,AL,Russell,Republican,Ben Carson,0.079,12.5,49.5,80.4,51.3,36143,82.6
409,Alabama,AL,Russell,Republican,John Kasich,0.028,12.5,49.5,80.4,51.3,36143,82.6
410,Alabama,AL,Shelby,Republican,Donald Trump,0.344,13.0,78.5,91.2,51.2,68770,248.5
411,Alabama,AL,Shelby,Republican,Ted Cruz,0.263,13.0,78.5,91.2,51.2,68770,248.5
412,Alabama,AL,Shelby,Republican,Marco Rubio,0.23,13.0,78.5,91.2,51.2,68770,248.5
413,Alabama,AL,Shelby,Republican,Ben Carson,0.094,13.0,78.5,91.2,51.2,68770,248.5
414,Alabama,AL,Shelby,Republican,John Kasich,0.05,13.0,78.5,91.2,51.2,68770,248.5
415,Alabama,AL,Sumter,Republican,Donald Trump,0.591,16.3,24.8,75.5,55.0,22186,15.2
416,Alabama,AL,Sumter,Republican,Ted Cruz,0.16,16.3,24.8,75.5,55.0,22186,15.2
417,Alabama,AL,Sumter,Republican,Marco Rubio,0.139,16.3,24.8,75.5,55.0,22186,15.2
418,Alabama,AL,Sumter,Republican,Ben Carson,0.075,16.3,24.8,75.5,55.0,22186,15.2
419,Alabama,AL,Sumter,Republican,John Kasich,0.014,16.3,24.8,75.5,55.0,22186,15.2
420,Alabama,AL,Talladega,Republican,Donald Trump,0.51,16.1,63.4,78.9,51.4,35439,111.7
421,Alabama,AL,Talladega,Republican,Ted Cruz,0.2,16.1,63.4,78.9,51.4,35439,111.7
422,Alabama,AL,Talladega,Republican,Marco Rubio,0.136,16.1,63.4,78.9,51.4,35439,111.7
423,Alabama,AL,Talladega,Republican,Ben Carson,0.095,16.1,63.4,78.9,51.4,35439,111.7
424,Alabama,AL,Talladega,Republican,John Kasich,0.038,16.1,63.4,78.9,51.4,35439,111.7
425,Alabama,AL,Tallapoosa,Republican,Donald Trump,0.528,19.6,68.9,79.2,51.4,39130,58.1
426,Alabama,AL,Tallapoosa,Republican,Ted Cruz,0.15,19.6,68.9,79.2,51.4,39130,58.1
427,Alabama,AL,Tallapoosa,Republican,Marco Rubio,0.146,19.6,68.9,79.2,51.4,39130,58.1
428,Alabama,AL,Tallapoosa,Republican,Ben Carson,0.114,19.6,68.9,79.2,51.4,39130,58.1
429,Alabama,AL,Tallapoosa,Republican,John Kasich,0.042,19.6,68.9,79.2,51.4,39130,58.1
430,Alabama,AL,Tuscaloosa,Republican,Donald Trump,0.375,11.7,63.2,86.6,51.7,45408,147.3
431,Alabama,AL,Tuscaloosa,Republican,Ted Cruz,0.25,11.7,63.2,86.6,51.7,45408,147.3
432,Alabama,AL,Tuscaloosa,Republican,Marco Rubio,0.204,11.7,63.2,86.6,51.7,45408,147.3
433,Alabama,AL,Tuscaloosa,Republican,Ben Carson,0.106,11.7,63.2,86.6,51.7,45408,147.3
434,Alabama,AL,Tuscaloosa,Republican,John Kasich,0.044,11.7,63.2,86.6,51.7,45408,147.3
435,Alabama,AL,Walker,Republican,Donald Trump,0.551,18.2,89.4,76.4,51.4,37566,84.7
436,Alabama,AL,Walker,Republican,Ted Cruz,0.204,18.2,89.4,76.4,51.4,37566,84.7
437,Alabama,AL,Walker,Republican,Marco Rubio,0.108,18.2,89.4,76.4,51.4,37566,84.7
438,Alabama,AL,Walker,Republican,Ben Carson,0.09,18.2,89.4,76.4,51.4,37566,84.7
439,Alabama,AL,Walker,Republican,John Kasich,0.024,18.2,89.4,76.4,51.4,37566,84.7
440,Alabama,AL,Washington,Republican,Donald Trump,0.537,17.0,65.1,80.5,51.2,42156,16.3
441,Alabama,AL,Washington,Republican,Ted Cruz,0.218,17.0,65.1,80.5,51.2,42156,16.3
442,Alabama,AL,Washington,Republican,Marco Rubio,0.153,17.0,65.1,80.5,51.2,42156,16.3
443,Alabama,AL,Washington,Republican,Ben Carson,0.064,17.0,65.1,80.5,51.2,42156,16.3
444,Alabama,AL,Washington,Republican,John Kasich,0.011,17.0,65.1,80.5,51.2,42156,16.3
445,Alabama,AL,Wilcox,Republican,Donald Trump,0.544,17.7,27.6,76.1,52.4,23642,13.1
446,Alabama,AL,Wilcox,Republican,Ted Cruz,0.21600000000000005,17.7,27.6,76.1,52.4,23642,13.1
447,Alabama,AL,Wilcox,Republican,Marco Rubio,0.121,17.7,27.6,76.1,52.4,23642,13.1
448,Alabama,AL,Wilcox,Republican,Ben Carson,0.083,17.7,27.6,76.1,52.4,23642,13.1
449,Alabama,AL,Wilcox,Republican,John Kasich,0.023,17.7,27.6,76.1,52.4,23642,13.1
450,Alabama,AL,Winston,Republican,Donald Trump,0.561,20.0,94.0,72.7,50.9,32900,39.9
451,Alabama,AL,Winston,Republican,Ted Cruz,0.18,20.0,94.0,72.7,50.9,32900,39.9
452,Alabama,AL,Winston,Republican,Marco Rubio,0.119,20.0,94.0,72.7,50.9,32900,39.9
453,Alabama,AL,Winston,Republican,Ben Carson,0.09,20.0,94.0,72.7,50.9,32900,39.9
454,Alabama,AL,Winston,Republican,John Kasich,0.027000000000000003,20.0,94.0,72.7,50.9,32900,39.9
455,Arkansas,AR,Arkansas,Democrat,Hillary Clinton,0.833,17.5,70.2,84.1,51.6,39633,19.2
456,Arkansas,AR,Arkansas,Democrat,Bernie Sanders,0.152,17.5,70.2,84.1,51.6,39633,19.2
457,Arkansas,AR,Ashley,Democrat,Hillary Clinton,0.474,18.4,67.7,84.2,51.8,35683,23.6
458,Arkansas,AR,Ashley,Democrat,Bernie Sanders,0.338,18.4,67.7,84.2,51.8,35683,23.6
459,Arkansas,AR,Baxter,Democrat,Hillary Clinton,0.624,30.0,95.2,87.6,51.8,35343,74.9
460,Arkansas,AR,Baxter,Democrat,Bernie Sanders,0.362,30.0,95.2,87.6,51.8,35343,74.9
461,Arkansas,AR,Benton,Democrat,Hillary Clinton,0.541,13.0,74.9,85.8,50.5,54515,261.2
462,Arkansas,AR,Benton,Democrat,Bernie Sanders,0.449,13.0,74.9,85.8,50.5,54515,261.2
463,Arkansas,AR,Boone,Democrat,Hillary Clinton,0.5920000000000001,19.8,94.3,85.4,50.8,38506,62.5
464,Arkansas,AR,Boone,Democrat,Bernie Sanders,0.385,19.8,94.3,85.4,50.8,38506,62.5
465,Arkansas,AR,Bradley,Democrat,Hillary Clinton,0.8320000000000001,18.3,56.3,76.0,51.1,30409,17.7
466,Arkansas,AR,Bradley,Democrat,Bernie Sanders,0.149,18.3,56.3,76.0,51.1,30409,17.7
467,Arkansas,AR,Calhoun,Democrat,Hillary Clinton,0.45,19.8,72.3,80.5,49.2,30980,8.5
468,Arkansas,AR,Calhoun,Democrat,Bernie Sanders,0.34,19.8,72.3,80.5,49.2,30980,8.5
469,Arkansas,AR,Carroll,Democrat,Hillary Clinton,0.0,21.1,81.1,84.6,50.7,36584,43.6
470,Arkansas,AR,Carroll,Democrat,Bernie Sanders,0.0,21.1,81.1,84.6,50.7,36584,43.6
471,Arkansas,AR,Chicot,Democrat,Hillary Clinton,0.8109999999999999,19.2,39.2,74.2,50.8,26201,18.3
472,Arkansas,AR,Chicot,Democrat,Bernie Sanders,0.146,19.2,39.2,74.2,50.8,26201,18.3
473,Arkansas,AR,Clark,Democrat,Hillary Clinton,0.752,16.1,69.6,86.2,52.1,32721,26.6
474,Arkansas,AR,Clark,Democrat,Bernie Sanders,0.225,16.1,69.6,86.2,52.1,32721,26.6
475,Arkansas,AR,Clay,Democrat,Hillary Clinton,0.52,21.4,95.7,76.1,51.1,31502,25.2
476,Arkansas,AR,Clay,Democrat,Bernie Sanders,0.355,21.4,95.7,76.1,51.1,31502,25.2
477,Arkansas,AR,Cleburne,Democrat,Hillary Clinton,0.687,25.4,94.8,84.5,50.7,40246,46.9
478,Arkansas,AR,Cleburne,Democrat,Bernie Sanders,0.28600000000000003,25.4,94.8,84.5,50.7,40246,46.9
479,Arkansas,AR,Cleveland,Democrat,Hillary Clinton,0.688,19.1,84.7,84.8,51.1,39420,14.5
480,Arkansas,AR,Cleveland,Democrat,Bernie Sanders,0.247,19.1,84.7,84.8,51.1,39420,14.5
481,Arkansas,AR,Columbia,Democrat,Hillary Clinton,0.738,16.6,59.4,85.4,52.0,35128,32.1
482,Arkansas,AR,Columbia,Democrat,Bernie Sanders,0.224,16.6,59.4,85.4,52.0,35128,32.1
483,Arkansas,AR,Conway,Democrat,Hillary Clinton,0.621,18.3,81.5,84.5,50.9,35225,38.5
484,Arkansas,AR,Conway,Democrat,Bernie Sanders,0.297,18.3,81.5,84.5,50.9,35225,38.5
485,Arkansas,AR,Craighead,Democrat,Hillary Clinton,0.64,13.0,78.0,84.9,51.3,41393,136.4
486,Arkansas,AR,Craighead,Democrat,Bernie Sanders,0.336,13.0,78.0,84.9,51.3,41393,136.4
487,Arkansas,AR,Crawford,Democrat,Hillary Clinton,0.625,15.3,85.6,82.2,50.7,39479,104.4
488,Arkansas,AR,Crawford,Democrat,Bernie Sanders,0.345,15.3,85.6,82.2,50.7,39479,104.4
489,Arkansas,AR,Crittenden,Democrat,Hillary Clinton,0.764,12.1,44.1,79.1,52.6,37751,83.5
490,Arkansas,AR,Crittenden,Democrat,Bernie Sanders,0.163,12.1,44.1,79.1,52.6,37751,83.5
491,Arkansas,AR,Cross,Democrat,Hillary Clinton,0.742,17.6,73.3,79.0,51.4,38085,29.0
492,Arkansas,AR,Cross,Democrat,Bernie Sanders,0.217,17.6,73.3,79.0,51.4,38085,29.0
493,Arkansas,AR,Dallas,Democrat,Hillary Clinton,0.568,20.5,54.1,82.1,51.7,28931,12.2
494,Arkansas,AR,Dallas,Democrat,Bernie Sanders,0.29600000000000004,20.5,54.1,82.1,51.7,28931,12.2
495,Arkansas,AR,Desha,Democrat,Hillary Clinton,0.6859999999999999,17.1,46.6,76.9,53.2,28680,16.9
496,Arkansas,AR,Desha,Democrat,Bernie Sanders,0.23,17.1,46.6,76.9,53.2,28680,16.9
497,Arkansas,AR,Drew,Democrat,Hillary Clinton,0.6779999999999999,16.1,67.0,81.3,51.2,31171,22.3
498,Arkansas,AR,Drew,Democrat,Bernie Sanders,0.257,16.1,67.0,81.3,51.2,31171,22.3
499,Arkansas,AR,Faulkner,Democrat,Hillary Clinton,0.586,11.2,81.1,89.4,51.1,50314,174.8
500,Arkansas,AR,Faulkner,Democrat,Bernie Sanders,0.398,11.2,81.1,89.4,51.1,50314,174.8
501,Arkansas,AR,Franklin,Democrat,Hillary Clinton,0.672,18.0,92.5,82.1,50.5,36766,29.8
502,Arkansas,AR,Franklin,Democrat,Bernie Sanders,0.29600000000000004,18.0,92.5,82.1,50.5,36766,29.8
503,Arkansas,AR,Fulton,Democrat,Hillary Clinton,0.5539999999999999,25.4,95.8,83.7,50.5,35522,19.8
504,Arkansas,AR,Fulton,Democrat,Bernie Sanders,0.374,25.4,95.8,83.7,50.5,35522,19.8
505,Arkansas,AR,Garland,Democrat,Hillary Clinton,0.687,21.7,82.9,86.8,51.7,39162,141.7
506,Arkansas,AR,Garland,Democrat,Bernie Sanders,0.301,21.7,82.9,86.8,51.7,39162,141.7
