,id,state,state_abbreviation,county,party,candidate,fraction_votes,AGE775214,RHI825214,EDU635213,SEX255214,INC110213,POP060210
144,144,Nebraska,NE,Saline,Democrat,Hillary Clinton,0.551,15.0,72.8,83.4,49.2,44109,24.7
145,145,Nebraska,NE,Saline,Democrat,Bernie Sanders,0.449,15.0,72.8,83.4,49.2,44109,24.7
146,146,Nebraska,NE,Sarpy,Democrat,Bernie Sanders,0.596,10.2,82.3,94.9,49.9,69965,664.6
147,147,Nebraska,NE,Sarpy,Democrat,Hillary Clinton,0.40399999999999997,10.2,82.3,94.9,49.9,69965,664.6
148,148,Nebraska,NE,Saunders,Democrat,Bernie Sanders,0.635,17.4,95.7,93.3,49.4,59870,27.7
149,149,Nebraska,NE,Saunders,Democrat,Hillary Clinton,0.365,17.4,95.7,93.3,49.4,59870,27.7
150,150,Nebraska,NE,Seward,Democrat,Bernie Sanders,0.585,16.6,95.3,91.9,48.9,59435,29.3
151,151,Nebraska,NE,Seward,Democrat,Hillary Clinton,0.415,16.6,95.3,91.9,48.9,59435,29.3
152,152,Nebraska,NE,Sheridan,Democrat,Bernie Sanders,0.615,23.4,82.7,89.8,51.0,38548,2.2
153,153,Nebraska,NE,Sheridan,Democrat,Hillary Clinton,0.385,23.4,82.7,89.8,51.0,38548,2.2
154,154,Nebraska,NE,Sherman,Democrat,Bernie Sanders,0.6559999999999999,26.1,96.6,90.1,50.7,41835,5.6
155,155,Nebraska,NE,Sherman,Democrat,Hillary Clinton,0.344,26.1,96.6,90.1,50.7,41835,5.6
156,156,Nebraska,NE,Sioux,Democrat,Hillary Clinton,0.5710000000000001,21.1,92.5,91.2,49.4,42014,0.6
157,157,Nebraska,NE,Sioux,Democrat,Bernie Sanders,0.429,21.1,92.5,91.2,49.4,42014,0.6
158,158,Nebraska,NE,Stanton,Democrat,Bernie Sanders,0.648,15.0,92.9,91.8,49.6,51493,14.3
159,159,Nebraska,NE,Stanton,Democrat,Hillary Clinton,0.35200000000000004,15.0,92.9,91.8,49.6,51493,14.3
160,160,Nebraska,NE,Thayer,Democrat,Hillary Clinton,0.69,24.7,95.7,91.4,51.1,44422,9.1
161,161,Nebraska,NE,Thayer,Democrat,Bernie Sanders,0.31,24.7,95.7,91.4,51.1,44422,9.1
162,162,Nebraska,NE,Thomas,Democrat,Hillary Clinton,1.0,19.8,96.8,94.5,47.0,55089,0.9
163,163,Nebraska,NE,Thomas,Democrat,Bernie Sanders,0.0,19.8,96.8,94.5,47.0,55089,0.9
164,164,Nebraska,NE,Thurston,Democrat,Bernie Sanders,0.529,12.1,38.4,86.3,50.6,41400,17.6
165,165,Nebraska,NE,Thurston,Democrat,Hillary Clinton,0.47100000000000003,12.1,38.4,86.3,50.6,41400,17.6
166,166,Nebraska,NE,Valley,Democrat,Hillary Clinton,0.614,23.9,96.4,93.9,50.2,40445,7.5
